,nombres,distancia
225,Luis,0.7135504678004098
357,David,0.7261509108452056
528,Michael,0.7303125190809265
590,Robert,0.732221343177059
117,José,0.7380213882338692
739,Rafael,0.741875383482868
76,Juan,0.7530048532635296
166,sector,0.0
75,zona,0.6578310681277073
124,región,0.6595202625544738
273,barrio,0.6897882470402784
275,complejo,0.712598149944751
121,comunidad,0.7554229366441819
169,espacio,0.7572983860069362
89,conjunto,0.7861923110035711
100,sitio,0.7970827249916186
167,Unión,0.0
11,gobierno,0.8985428869145335
0,grupo,0.9109782755105786
141,Estados,0.928883950678154
164,Estado,0.935120527272307
197,Partido,0.944202977937817
395,agrupación,0.958155046801803
676,Nueva,0.9659678755138652
446,Francia,0.9662897871367517
168,Gobierno,0.0
11,gobierno,0.8526206458247904
592,Rey,0.8791162768619694
466,Ministerio,0.8797161925628801
7,rey,0.8807885689133285
3290,Generalidad,0.9026840911040371
2130,Premios,0.9463907962950635
2039,honor,0.9580470929821094
544,Junta,0.9628889296780568
169,espacio,0.0
75,zona,0.6806685356857419
150,campo,0.6845824071562552
124,región,0.6880300777291748
100,sitio,0.7244739456214614
94,lugar,0.7248055021677654
83,área,0.7355263741006682
886,sala,0.7471765677609804
336,puerto,0.747638815536618
170,método,0.0
234,técnica,0.41299443669716385
9,sistema,0.6464586587608111
1093,herramienta,0.7031011571019421
605,algoritmo,0.7127834833041325
443,tecnología,0.7130165043404444
585,lenguaje,0.7392239543307221
40,forma,0.7990834426734873
388,dispositivo,0.8056297117901358
171,temporada,0.0
644,emisión,0.8027892310364958
3126,filmación,0.8255256917757509
86,construcción,0.8332939809097519
4681,andadura,0.8413375626580007
843,adaptación,0.8513407772663973
181,desarrollo,0.8645231834759275
557,gira,0.8668110655292007
829,Segunda,0.8758908502121777
172,división,0.0
58,relación,0.7907566992741041
826,conexión,0.8454272044216202
40,forma,0.8481738410814458
639,variación,0.8637736073321657
46,movimiento,0.871503994946876
392,rama,0.8728223781251893
276,asociación,0.8739105331149323
162,categoría,0.8744480323661824
173,sección,0.0
155,institución,0.8013809359567777
470,parroquia,0.807732747432751
270,entidad,0.8167753883826527
138,escuela,0.8325440680824234
0,grupo,0.8395790244332435
2235,Salón,0.8447452038649045
213,Universidad,0.8504303560696655
80,elemento,0.8518094568349197
174,escritor,0.0
254,poeta,0.7599441958360975
20,autor,0.7706846438314946
624,William,0.815276490101131
165,John,0.8725418514717342
640,Jean,0.9184179311273294
343,crítica,0.9235658415112021
72,artista,0.9368139958687213
1472,escritora,0.9405493709296294
175,sonido,0.0
46,movimiento,0.8542274298227415
512,aparición,0.8673487005117478
59,estilo,0.8789832407899413
688,vino,0.9006832678585902
194,efecto,0.9011002696616881
1601,flores,0.9034951591563555
635,enfrentamiento,0.90549195060602
2417,retorno,0.9135748545888442
176,célula,0.0
106,planta,0.6928309888049106
1601,flores,0.6938579374917584
180,individuo,0.7059853503303488
474,interior,0.7464194737667097
146,distrito,0.7470599101982793
471,paciente,0.7584489245073801
54,cuerpo,0.7620328209095457
161,localidad,0.7734150433277146
177,información,0.0
23,tipo,0.7901945666501219
342,variedad,0.8051455778368729
492,solución,0.8055286116222975
189,dato,0.8059260034724779
2032,indicio,0.8127318171629756
317,ejemplo,0.8301187035062892
481,muestra,0.8318468679902383
80,elemento,0.8382723438252734
178,guerra,0.0
1204,mandato,0.6280216638962584
829,Segunda,0.7696426361151251
4068,bachillerato,0.7956192253409979
418,periodo,0.7969972834027667
661,Guerra,0.8142808514003197
349,período,0.8559337192977737
325,conflicto,0.8805446254182039
387,campaña,0.904920535260851
179,nivel,0.0
113,cantidad,0.7737090000552233
1101,concentración,0.8077157216244724
888,tasa,0.8135873213040726
22,número,0.8737693048853175
505,temperatura,0.8892161699448994
670,velocidad,0.9106130534775143
508,capacidad,0.912139650637941
641,extensión,0.915008207733132
180,individuo,0.0
19,población,0.5010226693412034
146,distrito,0.5013493575900962
161,localidad,0.5271241926237498
523,macho,0.5343906383571816
4859,GJ,0.5396188212832034
1210,estreno,0.5535325963578168
474,interior,0.5703997333636035
2582,aleta,0.573220957610615
181,desarrollo,0.0
644,emisión,0.5894915624066708
3126,filmación,0.603808091874863
557,gira,0.6657546878160924
4681,andadura,0.6961858777555473
86,construcción,0.7143402333361258
2324,rodaje,0.7238572287007601
783,trayectoria,0.7290233430162724
109,carrera,0.7612829235103723
182,Carlos,0.0
225,Luis,0.7631453490079709
521,Guillermo,0.7815567925737349
26,hijo,0.7833700681755849
313,María,0.7919907773284695
323,Manuel,0.8030831733298655
279,Miguel,0.8067772640459583
76,Juan,0.8095894803197907
340,Antonio,0.8207600171626082
183,investigación,0.0
55,estudio,0.7408222057064208
27,trabajo,0.8360085110285518
63,actividad,0.8802807156289129
934,observación,0.909937213827013
1337,búsqueda,0.9196276030033953
897,experimento,0.9334815516477359
3266,narrativa,0.9383239906092252
457,trama,0.940310770446601
184,Iglesia,0.0
931,Palacio,0.4034523803915608
1221,Catedral,0.4550800669704275
341,castillo,0.47694422969625555
922,Castillo,0.4796583854637048
2463,balneario,0.47977326721889113
379,plaza,0.4807413105511433
286,núcleo,0.48446105170290993
133,centro,0.4900392079366813
185,España,0.0
146,distrito,0.5730197794357978
180,individuo,0.5960162143299202
19,población,0.6164336479342665
161,localidad,0.6167145165170557
57,mujer,0.6488851172525543
1210,estreno,0.6501401294357131
4859,GJ,0.6561971232656258
8,ciudad,0.6595395770355649
186,marca,0.0
48,modelo,0.8160013870681426
9,sistema,0.858579182119644
261,vehículo,0.8850166966771617
104,producto,0.8969195012001092
386,arma,0.9002343521240237
363,práctica,0.9030972590151993
68,unidad,0.9061366943681786
72,artista,0.913104670130272
187,éxito,0.0
359,victoria,0.8944708613953122
3503,bateador,0.9540251781522844
809,oposición,0.9750370119969408
4641,comprobación,0.9976358752049889
2699,Sudáfrica,1.0002831173162545
1162,logro,1.0090609880534869
2342,frente,1.012855187895359
1150,ascenso,1.01408498633391
188,color,0.0
464,símbolo,0.8482870777192008
2778,azul,0.9172374743051112
2538,logotipo,0.9472519285453546
40,forma,0.9669435645412688
1438,franja,0.9845745844257311
140,valor,0.992886870763531
2548,rojo,0.9935524629730198
2142,llave,0.9969958459832615
189,dato,0.0
399,registro,0.7514541231475427
177,información,0.8059260034724779
23,tipo,0.8229170303840039
2044,documentación,0.8366234873418852
80,elemento,0.8512526575313298
492,solución,0.8515997672396509
40,forma,0.8650170938491866
766,fórmula,0.8790668321244269
190,misión,0.0
4343,Campaña,0.7845091221460249
192,operación,0.8213176338515618
277,objetivo,0.8385322095083265
636,tratamiento,0.83872974395566
90,función,0.8606214289499601
951,tarea,0.8630340478173227
3267,armamento,0.8858891825747325
822,celebración,0.8893834556399468
191,general,0.0
7,rey,0.8897380108523023
182,Carlos,0.9163351684129398
25,hombre,0.9310829938441716
49,fuerza,0.9439428329754649
38,hermano,0.9443203285505763
521,Guillermo,0.9444609159123069
411,capitán,0.9517384246319316
630,Alejandro,0.9553061305272107
192,operación,0.0
822,celebración,0.6567790226906018
396,grabación,0.664908774963145
60,proceso,0.6915553967984512
863,presentación,0.7344183687360267
1639,sesión,0.769709960328218
145,evento,0.7751614646901479
1074,ejecución,0.7783560521373187
1169,transmisión,0.7807774883965355
193,contenido,0.0
233,composición,1.1924029927535724
158,artículo,1.1930096579783807
347,distribución,1.2125328851940176
80,elemento,1.2150848330789745
1191,temática,1.218279196050998
59,estilo,1.2183725872029552
40,forma,1.223504849956305
318,aspecto,1.2274726524571264
194,efecto,0.0
148,cambio,0.8022669275668973
319,fenómeno,0.8220222930639217
421,reacción,0.8547668863260343
331,crecimiento,0.8586194315307851
512,aparición,0.8595618060528257
1040,aumento,0.8601811476124593
713,pérdida,0.874482901170598
1564,incremento,0.8827945267628269
195,prueba,0.0
549,competencia,0.8093313578529794
897,experimento,0.8624592417536552
298,elección,0.8633124513750682
588,competición,0.8672694988662841
145,evento,0.8732660414541724
1685,restauración,0.883253150244188
1181,ceremonia,0.8887907638794112
396,grabación,0.9003736107234069
196,animal,0.0
5,mayoría,0.6253780884208575
180,individuo,0.6738256567173667
228,ser,0.6854059685925767
25,hombre,0.720747590975407
242,organismo,0.7418213719854994
57,mujer,0.7510275554276479
106,planta,0.7510930635835363
1632,cráneo,0.7511322235973257
197,Partido,0.0
1151,Movimiento,0.8348002679796054
610,Sociedad,0.8747792759227713
82,club,0.8904733281797819
276,asociación,0.8923345551529305
1881,abadía,0.8943198208683336
29,empresa,0.9115078758988225
371,Asociación,0.9152384033182135
0,grupo,0.934995755663917
198,tropa,0.0
112,ejército,0.6749201882132023
49,fuerza,0.7429053813187737
434,Ejército,0.9534448768730026
1973,vikingo,1.0084363968864167
414,francés,1.0224953449312815
620,flota,1.0481646695396296
191,general,1.0520648011545355
984,aliado,1.0539971446039977
199,sociedad,0.0
155,institución,0.7113398814315121
436,banco,0.7186794490636622
29,empresa,0.7276109599495876
46,movimiento,0.7324870888910483
180,individuo,0.7516503911603304
669,agencia,0.7604729975300515
476,condado,0.7633487493060515
185,España,0.7654367864845452
200,historiador,0.0
803,estudioso,0.5813955587312867
20,autor,0.6453014079742349
351,crítico,0.7394582058725928
621,experto,0.7991884520800567
265,investigador,0.7994882119447612
2288,lingüista,0.8243216871214293
334,científico,0.8503633004819595
672,especialista,0.8554110657748282
201,característica,0.0
2020,donación,0.6930720774140892
233,composición,0.7851212001522619
269,lista,0.8161117640515878
1752,crédito,0.8414474947889573
250,denominación,0.8513497798645526
529,viaje,0.8585087708229279
2014,repertorio,0.8600730179772199
405,referencia,0.8629403189415797
202,provincia,0.0
77,estado,0.5190104456624012
1252,Comunidad,0.5946105833768961
164,Estado,0.6787048086978006
3150,litoral,0.733638170560709
124,región,0.7816440799708623
121,comunidad,0.8157483189545142
2251,Dinamarca,0.831795400035086
2736,prefectura,0.8478208673673557
203,expresión,0.0
4,término,0.31435438437309954
2285,notación,0.668094329212564
430,frase,0.7322621810897233
1941,madera,0.7682428369679473
2546,vocablo,0.7829324850927173
45,palabra,0.7949375024911749
234,técnica,0.8044039328539827
243,motor,0.8090029593034446
204,soldado,0.0
16,padre,0.8605866542427903
3396,Sigurd,0.8816411909644959
135,madre,0.889171491449326
98,joven,0.8936965805307497
6,persona,0.90690346029747
2807,tripulante,0.91623266348056
292,esposa,0.9218156890134703
679,marido,0.9478109401509518
205,muerte,0.0
148,cambio,0.7612068548257244
1432,debut,0.7780515011533696
1005,accidente,0.7823857933792422
1018,lesión,0.783122523311454
1205,erupción,0.7902874151302994
684,golpe,0.7905332663771747
561,unión,0.7984075535130648
635,enfrentamiento,0.8005252670766371
206,parque,0.0
133,centro,0.4407272335491111
918,jardín,0.4870113464732408
864,reserva,0.513220703305507
887,embalse,0.5437689915597987
285,lago,0.5471507644104304
100,sitio,0.5493039045960382
1287,campus,0.5668297635805288
275,complejo,0.573942250451063
207,torre,0.0
78,iglesia,0.48496069269139835
64,casa,0.5220594473573381
957,presa,0.5261184566337659
429,palacio,0.5329583932439531
465,catedral,0.5347501710423886
42,edificio,0.563224706647311
1114,vivienda,0.5689925291925706
259,puente,0.6067528503939907
208,maestro,0.0
88,cita,0.8172998912455668
72,artista,0.8442287872651085
25,hombre,0.8584990400059607
57,mujer,0.867736843523995
5,mayoría,0.8962974162466358
424,integrante,0.8968477898677327
6,persona,0.8969518862211611
105,San,0.8999249652607473
209,capital,0.0
1063,cabecera,0.4963431577700087
379,plaza,0.5138584556253516
674,oficina,0.5279235772852388
1787,Plaza,0.5280909103045192
922,Castillo,0.5338394817531209
286,núcleo,0.5395083790764096
391,sede,0.5459042562730191
904,Puerto,0.5696039576780607
210,millón,0.0
558,copia,0.7360811160662941
1173,pasaje,0.8749014752259124
2361,Bart,0.9048476465378875
1701,activo,1.0227367482066116
401,ejemplar,1.0646631605659922
104,producto,1.0784955366009508
3517,Eminem,1.0832271418774402
1226,franquicia,1.088928622869792
211,Consejo,0.0
546,resolución,0.7478843515434003
657,Asamblea,0.9083778141845797
1254,comité,0.9451586089757431
11,gobierno,0.9706240901797155
472,Congreso,0.9844842977628877
488,Comisión,0.9887042236503285
576,médico,0.9890643925835988
466,Ministerio,0.9894558984856867
212,episodio,0.0
1263,italiano,0.6100253494969042
802,guión,0.6377747622527876
1569,biografía,0.7819033528370095
2433,co,0.8102429958987711
4038,Arte,0.8110884874771794
3331,mozart,0.8633347012545395
3069,prólogo,0.8769253845644441
842,Historia,0.9298695936725515
213,Universidad,0.0
155,institución,0.5370379240653749
470,parroquia,0.5477339065964666
138,escuela,0.5872039334597509
8,ciudad,0.5891015514008177
339,biblioteca,0.6172897068109177
345,universidad,0.6285433970821829
29,empresa,0.6455896171329961
268,Instituto,0.6578623849732677
214,jefe,0.0
137,obispo,0.754448566766605
110,ministro,0.7632048505349444
355,comandante,0.7991193602712611
95,director,0.8276069083332523
1347,Jefe,0.8429553493294458
39,presidente,0.8466894690538097
485,secretario,0.855528331319769
1454,consejero,0.8588728144874506
215,Argentina,0.0
105,San,0.8753652242198525
566,Jorge,0.9209011179690594
263,selección,0.9262095551505058
117,José,0.9302336683715928
76,Juan,0.9444127469833973
323,Manuel,0.9450940865454706
602,México,0.9532390626942054
961,Brasil,0.959233676390187
216,lengua,0.0
372,idioma,0.7151503073150612
1693,dialecto,0.821128865882507
0,grupo,0.9478362176983434
4629,aglomerado,0.9543851901890479
89,conjunto,0.969791578364052
5,mayoría,0.9702592463556879
3983,binaria,0.9854783678663747
156,letra,0.9913257041183087
217,estudiante,0.0
448,alumno,0.6985827740892309
57,mujer,0.7857409144106006
25,hombre,0.8168191765131397
31,país,0.8301424758239693
157,niño,0.8323560071836631
180,individuo,0.8333137485166446
228,ser,0.8540111647630636
88,cita,0.8550458261193837
218,Francisco,0.0
76,Juan,0.619418964670698
117,José,0.6479022037089704
225,Luis,0.6926095491086609
252,Pedro,0.7089318756555576
323,Manuel,0.710569152719734
566,Jorge,0.7373907976323244
739,Rafael,0.7612987046322562
340,Antonio,0.7691050999679466
219,red,0.0
9,sistema,0.7507175423717852
48,modelo,0.8796660437320957
388,dispositivo,0.8857031382197249
255,aplicación,0.9007267606514623
173,sección,0.9032494921379315
443,tecnología,0.9079656708604735
155,institución,0.9204245324533109
270,entidad,0.922184646583477
220,fecha,0.0
1338,localización,0.6671243463312247
1002,identidad,0.8871284624721704
677,causa,0.897813730986023
1206,parámetro,0.9373219086720471
3704,procedencia,0.9794611256242488
1016,destino,0.9906229767824387
618,motivo,0.9964079683730417
519,ubicación,1.0423562452388566
221,músico,0.0
72,artista,0.7645565147625456
149,cantante,0.842365567425818
1017,orquesta,0.8836494913651988
682,corredor,0.8872670342594189
775,guitarrista,0.9316426292033123
503,actriz,0.9411907483031722
2814,Armenia,0.9563602940148467
13,banda,0.9697007708847588
222,documento,0.0
399,registro,0.8336348501036965
23,tipo,0.8394913672630689
342,variedad,0.8413762210093962
2044,documentación,0.8476589939305627
99,texto,0.8501072546359023
1319,testimonio,0.861680043360123
2032,indicio,0.8652285264779908
177,información,0.8664807769205699
223,clase,0.0
3747,constancia,0.7703166524502036
23,tipo,0.7846658953193374
4424,certeza,0.8017972618066752
80,elemento,0.8077682184784123
727,raza,0.811298777004525
40,forma,0.8136966667016917
48,modelo,0.8263165020297737
399,registro,0.8269439680497046
224,tradición,0.0
381,leyenda,0.7347031824251379
132,teoría,0.8901099367500677
1403,mito,0.9109466747069359
58,relación,0.9299891301148869
648,hipótesis,0.9480164797647224
399,registro,0.960779168035094
23,tipo,0.9695563392010864
1241,creencia,0.9732915904479185
225,Luis,0.0
323,Manuel,0.5685127630970986
117,José,0.5702323967532456
76,Juan,0.6311601987584974
566,Jorge,0.6666663789382556
218,Francisco,0.6926095491086609
739,Rafael,0.7009867996458847
165,John,0.7135504678004098
1995,Vicente,0.7250237066141718
226,medio,0.0
20,autor,0.8997069854810318
40,forma,0.9140770589777507
9,sistema,0.9174748077183642
201,característica,0.918553065498998
88,cita,0.9193946076006194
373,industria,0.9242998092382778
799,enfoque,0.9398610170513779
255,aplicación,0.9404872112361419
227,templo,0.0
429,palacio,0.6239104576987613
78,iglesia,0.6422934070358745
465,catedral,0.6427533329830861
1299,mezquita,0.6694606160495099
64,casa,0.6791810434625367
890,faro,0.6849670740649645
957,presa,0.7147755709796071
787,fortaleza,0.7171669371139009
228,ser,0.0
180,individuo,0.5792257098099499
5,mayoría,0.6196296040051881
57,mujer,0.6349833411038593
25,hombre,0.6355796145960554
146,distrito,0.6497763100215017
19,población,0.6590030729173832
287,ciudadano,0.6676658871632779
229,pareja,0.685027298011973
229,pareja,0.0
19,población,0.6080288510637597
146,distrito,0.6234681433726292
180,individuo,0.6281644565702215
1210,estreno,0.6452438661598571
4859,GJ,0.6507887198054872
38,hermano,0.6708838478872251
4880,Oeste,0.6710946236614912
3458,orbital,0.6724512000630505
230,componente,0.0
146,distrito,0.5897057309309375
180,individuo,0.6392050024543748
161,localidad,0.6565483262850268
19,población,0.6677723844393096
1632,cráneo,0.6715119161250157
4859,GJ,0.6793216167001177
474,interior,0.6862213477030011
1210,estreno,0.6879329378203232
231,ruta,0.0
496,camino,0.6596626464288512
1874,sendero,0.7645628890881543
478,vía,0.7944204879593804
1965,Vía,0.8279687029912329
1676,autovía,0.8545357213513357
74,tiempo,0.8565386862332338
2598,paralelo,0.9065745083808907
3773,invierno,0.9085548123344356
232,creación,0.0
512,aparición,0.927516677888895
163,formación,0.946045618501622
694,establecimiento,0.9636343435089719
88,cita,0.970547475781105
525,representación,0.9712931196232564
328,actuación,0.9761329182128743
147,publicación,0.9807597671982948
233,composición,0.9869998569297496
233,composición,0.0
201,característica,0.7851212001522619
347,distribución,0.8560981731132483
61,tema,0.881732128523337
111,diseño,0.8831049741558249
269,lista,0.9001588804286577
390,arquitectura,0.9043842467188506
328,actuación,0.904457306926541
147,publicación,0.9232189730641821
234,técnica,0.0
170,método,0.41299443669716385
9,sistema,0.6764595028504267
1093,herramienta,0.6854404188588478
443,tecnología,0.730043723115779
585,lenguaje,0.7497426964415272
605,algoritmo,0.7719962101947699
203,expresión,0.8044039328539827
737,recurso,0.8086077835195354
235,torneo,0.0
480,campeonato,0.558537463105886
407,fase,0.6718743655415068
2247,copa,0.7616197843452793
723,encuentro,0.7635738487331252
44,partido,0.7677071112014077
435,final,0.7682544345124599
549,competencia,0.7915778323358863
354,etapa,0.794808812973624
236,día,0.0
4452,CF,0.5968375438179743
2373,freguesia,0.8880780359938228
1697,órbita,0.9252754132617231
1709,vestigio,0.983771739683134
4321,2005,1.0055104218895148
4323,orquestación,1.0182034129411934
1115,socio,1.0273192940459852
4396,compatibilidad,1.0390953262281055
237,problema,0.0
1194,disputa,0.7780744964766386
325,conflicto,0.9220852558823902
272,diferencia,0.9728694355866211
639,variación,0.994124224191611
966,necesidad,0.9941544743481531
119,caso,0.9955169699488771
896,demanda,1.0012278477152698
1247,dificultad,1.005114861508872
238,hija,0.0
2308,Margarita,0.6581956953116441
393,hermana,0.6669784988456976
313,María,0.7001278482375456
1066,Isabel,0.807916898036827
26,hijo,0.818989428206111
1372,Ana,0.8296767023356105
3944,primogénito,0.8733920184563411
117,José,0.876492676417622
239,arte,0.0
46,movimiento,0.7595207103046463
151,cultura,0.830753362638674
48,modelo,0.8435253314299492
242,organismo,0.8491748885818333
154,objeto,0.8621801861407118
5,mayoría,0.8626749921089355
163,formación,0.8649914462441145
40,forma,0.8669654872151044
240,batalla,0.0
948,combate,0.6283421343237318
1210,estreno,0.6498583768586179
19,población,0.6630567982267915
146,distrito,0.7041933235590634
4859,GJ,0.7047872054943393
374,matrimonio,0.7185416881165497
476,condado,0.7315409300804122
3837,apogeo,0.7423258327289333
241,pintura,0.0
84,imagen,0.6680625955414864
584,escultura,0.7184790386834702
154,objeto,0.789734745801763
96,figura,0.8039076338907328
122,estrella,0.818529590343556
483,estatua,0.8411710297489675
836,hueso,0.852726857237171
311,cuadro,0.8541022922337542
242,organismo,0.0
5,mayoría,0.7152469751788766
196,animal,0.7418213719854994
180,individuo,0.7432830054149682
228,ser,0.7671805147834803
106,planta,0.7847885113664065
176,célula,0.7860337482469878
46,movimiento,0.789109431311509
30,pueblo,0.7914672330720598
243,motor,0.0
9,sistema,0.6417261681047052
388,dispositivo,0.6616628159317722
477,cámara,0.71148244541222
386,arma,0.7230020217248401
585,lenguaje,0.7423081960244637
1348,computadora,0.7464219687180133
458,máquina,0.7542419189881865
48,modelo,0.7550902128403848
244,aeropuerto,0.0
133,centro,0.46777511212310485
336,puerto,0.4791754974922423
379,plaza,0.49767239795505847
704,playa,0.5246828115523897
887,embalse,0.5285617793007128
918,jardín,0.5367494880380156
1063,cabecera,0.547317075080543
433,Museo,0.555616264392349
245,profesor,0.0
95,director,0.8531187675317411
208,maestro,0.9419770055493006
72,artista,0.9571150792949091
300,amigo,0.9632194700811599
214,jefe,0.9697374797536464
88,cita,0.9728296164374047
857,entrega,0.9805249875194333
137,obispo,0.9989312740502482
246,avión,0.0
946,aeronave,0.8379148852329389
3011,Boeing,0.8776754155028121
1736,helicóptero,0.8815956872704562
5,mayoría,1.0277056868541685
106,planta,1.0280154608282144
525,representación,1.045531472978636
1126,sonda,1.0531426386432272
874,pico,1.055192313033109
247,piloto,0.0
57,mujer,0.8061899784510089
31,país,0.8655222960450102
25,hombre,0.8685150334647459
185,España,0.8778151939791193
35,jugador,0.8831467655498445
38,hermano,0.8897742906245
500,trabajador,0.8922614787535267
229,pareja,0.9053226310561858
248,colección,0.0
1899,fauna,0.7539272357014255
3,obra,0.804353193904155
348,instalación,0.8084772492944867
275,complejo,0.8122718515226417
317,ejemplo,0.8185963837931699
269,lista,0.8277708685079587
134,territorio,0.8326324169523869
100,sitio,0.8378147798008235
249,plan,0.0
33,proyecto,0.778789702390348
366,definición,0.8386959240638515
636,tratamiento,0.8461841995117321
1103,receta,0.8505677187982339
269,lista,0.9013218673304378
23,tipo,0.9039154620810432
9,sistema,0.9154144662231846
17,versión,0.9169912485982143
250,denominación,0.0
3241,alusión,0.5514869774509773
405,referencia,0.5585028391580709
300,amigo,0.6732233694532548
2511,comparación,0.6879314664398213
2343,amiga,0.7060055379614475
3072,aceptación,0.756066266976707
1914,libreto,0.7976618462556138
2353,proximidad,0.8162968402358195
251,escudo,0.0
402,bandera,0.750707181551813
2601,blasón,0.7952013363353065
1834,emblema,0.8586994932250019
96,figura,0.9449201482811808
80,elemento,0.9585459652966801
122,estrella,0.9642709551387638
464,símbolo,0.9702804793280175
422,cabeza,0.9827710034895393
252,Pedro,0.0
76,Juan,0.6436512835770949
218,Francisco,0.7089318756555576
225,Luis,0.7705043660220453
340,Antonio,0.7716568301961281
323,Manuel,0.7803233196938892
117,José,0.7820037536494583
1160,Martín,0.806168520073241
313,María,0.8229845817594718
253,estadio,0.0
514,teatro,0.6368654059638187
632,hotel,0.6690577335104825
705,circuito,0.6907412849479417
146,distrito,0.6937029636426704
2682,aeródromo,0.7024765552658061
1897,torr,0.7156381036338235
19,población,0.7183817195093707
161,localidad,0.7207370608956337
254,poeta,0.0
174,escritor,0.7599441958360975
1569,biografía,0.8014645771793849
624,William,0.8337717668367002
296,poema,0.8767270524692375
165,John,0.8869038052405476
410,periodista,0.8950796294569366
1263,italiano,0.8981292307847039
20,autor,0.9071977787130882
255,aplicación,0.0
9,sistema,0.7281183473693026
770,software,0.7610052141655621
1093,herramienta,0.7972246601027343
170,método,0.8419974743960408
443,tecnología,0.8630935267614375
234,técnica,0.8707407922143721
40,forma,0.8768275455865653
291,código,0.8776385618100282
256,pista,0.0
169,espacio,0.819500805789136
150,campo,0.8271891384266855
100,sitio,0.8295045225208357
106,planta,0.8358053371575328
92,material,0.8381566651109379
17,versión,0.8519729118288715
336,puerto,0.8544498404149606
886,sala,0.8604390507982532
257,príncipe,0.0
16,padre,0.832023257814364
182,Carlos,0.8429564505475184
521,Guillermo,0.8615790794678093
135,madre,0.8806252184004643
98,joven,0.8974205571387694
292,esposa,0.9059585783546608
413,Enrique,0.9067690343561442
7,rey,0.9072881484200648
258,derecho,0.0
2233,ente,0.9682226134740456
531,dominio,0.9751802350507253
154,objeto,0.9870435561483217
75,zona,0.9928815583693406
1141,subespecie,0.9929774318728067
451,reino,0.9929819250122581
169,espacio,0.9947905077214736
727,raza,1.0005124721773333
259,puente,0.0
957,presa,0.555527191986986
763,túnel,0.5941036834349274
78,iglesia,0.5942129975531264
465,catedral,0.6025047892979442
42,edificio,0.6050798501862762
207,torre,0.6067528503939907
1929,sinagoga,0.6261626571513883
890,faro,0.6592895143509542
260,mundo,0.0
25,hombre,0.8806512764788096
173,sección,0.908680170294734
154,objeto,0.9088474599597801
80,elemento,0.9128291210783266
196,animal,0.9139314657628331
48,modelo,0.9169533892615044
5,mayoría,0.9179830352315315
525,representación,0.9270070866019172
261,vehículo,0.0
48,modelo,0.7615908036934427
243,motor,0.8233286627297116
9,sistema,0.8316220484554292
455,coche,0.8541203331877872
477,cámara,0.8773569255877907
388,dispositivo,0.8788424148182558
186,marca,0.8850166966771617
386,arma,0.8850818209200159
262,posición,0.0
159,condición,0.9096377901393036
519,ubicación,0.9457267266016375
642,combinación,0.9461741904346533
67,uso,0.9481013052893874
555,naturaleza,0.9509376152411997
142,presencia,0.9516619360619969
364,conocimiento,0.9536917569300504
153,situación,0.9559662533216127
263,selección,0.0
1502,Selección,0.690237603194269
10,equipo,0.7389154974077298
1035,Italia,0.8618944653326268
682,corredor,0.8771081717101538
1004,ciclista,0.8904404625769209
961,Brasil,0.9002278842933338
869,atleta,0.9126101018642616
2814,Armenia,0.9243951146626846
264,señor,0.0
57,mujer,0.9074897038300684
25,hombre,0.9229260568392033
98,joven,0.9272905671178012
7,rey,0.9433981687913197
182,Carlos,0.9494750307891765
135,madre,0.9516235477051551
105,San,0.9582208617178897
300,amigo,0.9623786608235707
265,investigador,0.0
334,científico,0.6717561657999761
803,estudioso,0.747457707025132
200,historiador,0.7994882119447612
1218,arqueólogo,0.8250248715039215
20,autor,0.8713547475367617
621,experto,0.9779641224668993
645,griego,0.9804646040646708
672,especialista,0.9816033918790295
266,tierra,0.0
65,isla,0.7452833116889386
1113,bahía,0.7919888515965715
956,aldea,0.794088978016105
75,zona,0.7997592034059312
100,sitio,0.8030477137320332
336,puerto,0.8166255680218515
428,montaña,0.8251334385739373
887,embalse,0.8343289998775824
267,español,0.0
497,alemán,0.9385588160935575
414,francés,0.994223843382924
49,fuerza,1.0181669915433629
105,San,1.0224434835925094
25,hombre,1.0271982353079618
169,espacio,1.0275279641273085
983,inglés,1.0295934647266007
141,Estados,1.0303396772633027
268,Instituto,0.0
667,Academia,0.5847612540048522
213,Universidad,0.6578623849732677
972,instituto,0.6612159731301153
610,Sociedad,0.6994984976311323
371,Asociación,0.7176248937564198
565,Fundación,0.719474611737117
332,Centro,0.7212836507781737
138,escuela,0.7330200975585233
269,lista,0.0
1752,crédito,0.6877421640008252
2014,repertorio,0.7026713692672637
1422,hábitat,0.7064134408417752
2048,taxón,0.7326059568931477
2376,extracto,0.734112812247765
3391,cover,0.7663550359498719
61,tema,0.7785705780516771
1843,atracción,0.7858396521253473
270,entidad,0.0
155,institución,0.712661336854577
199,sociedad,0.8014060665000797
669,agencia,0.8123591636516071
173,sección,0.8167753883826527
470,parroquia,0.8209512246912589
46,movimiento,0.8239983184463304
276,asociación,0.8408345409497935
29,empresa,0.8441372433894455
271,Real,0.0
501,Club,0.8946519016742748
213,Universidad,0.9149872533957829
44,partido,0.9304941994605008
332,Centro,0.9308816224129061
235,torneo,0.944428095165047
143,punto,0.9524516522875626
379,plaza,0.9527082676945137
138,escuela,0.9534678942978132
272,diferencia,0.0
342,variedad,0.4896446708640476
2232,excepción,0.5154142713997223
23,tipo,0.5159630824557462
1132,debate,0.5281213352054367
1315,controversia,0.5372433167693083
