,nombres,distancia
46,movimiento,0.8302711366730422
57,mujer,0.8428201198793017
25,hombre,0.8481211739531669
37,compañía,0.8634554643692848
52,título,0.0
250,denominación,0.8270146432131692
1054,distinción,0.9091509433379723
405,referencia,0.9196507011341397
2039,honor,0.9201238794894098
3241,alusión,0.9538486273711678
300,amigo,0.9611226181114385
7,rey,0.9665258894287472
2511,comparación,0.9779476715522751
53,línea,0.0
2448,reinos,0.7514335192738818
3932,ligando,0.8830965679298469
1246,amistad,0.9592336692791593
1341,Madrid,0.9701780348784255
4663,violinista,0.9917853654271165
1446,baterista,0.9952340548866301
1092,átomo,1.0007777236039272
231,ruta,1.002780800791019
54,cuerpo,0.0
422,cabeza,0.6822280795964112
106,planta,0.686555144830761
8,ciudad,0.6974402096269526
161,localidad,0.7041627255334424
525,representación,0.7054487084196593
65,isla,0.7069527150447087
180,individuo,0.714178432304337
30,pueblo,0.7159014386229654
55,estudio,0.0
183,investigación,0.7408222057064208
396,grabación,0.7933062059788152
1380,excavación,0.8089123067360087
897,experimento,0.8198661883633286
1668,medición,0.8369029432312314
934,observación,0.8430503923920579
551,análisis,0.8580995276871435
685,acceso,0.8620185089701904
56,río,0.0
1228,arroyo,0.6153376849025219
1042,Río,0.7372625882924891
117,José,0.8910739413276252
1894,Emilio,0.9381598766998294
323,Manuel,0.9480430013460522
225,Luis,0.9482684133230259
4824,Mohamed,0.9569696095690068
76,Juan,0.9609569656557668
57,mujer,0.0
25,hombre,0.49790207848707907
38,hermano,0.5698749229182744
180,individuo,0.5828428955343763
228,ser,0.6349833411038593
287,ciudadano,0.6408097519399403
185,España,0.6488851172525543
5,mayoría,0.6499869079820185
146,distrito,0.6660500288920951
58,relación,0.0
23,tipo,0.7480540836009115
272,diferencia,0.7654098473868032
399,registro,0.7691920644944227
172,división,0.7907566992741041
342,variedad,0.7959928230289345
1315,controversia,0.7990316022557371
40,forma,0.8084710689790714
2044,documentación,0.814286883028527
59,estilo,0.0
151,cultura,0.8228297303659672
309,política,0.8728149943671799
175,sonido,0.8789832407899413
239,arte,0.8822413438988753
40,forma,0.8838716544028282
390,arquitectura,0.9004269672134836
46,movimiento,0.9065337087285873
799,enfoque,0.9072212450846089
60,proceso,0.0
192,operación,0.6915553967984512
387,campaña,0.7001679082366241
1409,negociación,0.7263609204351492
181,desarrollo,0.7804711568742692
1870,reconstrucción,0.8045331330014297
396,grabación,0.8071840898127345
33,proyecto,0.8233985351445455
529,viaje,0.8239974133658755
61,tema,0.0
15,canción,0.6087049250513895
269,lista,0.7785705780516771
3391,cover,0.7796417211411857
2171,remix,0.8166600911942146
1060,síntoma,0.8334017317646816
17,versión,0.8379672214809742
104,producto,0.8471826101280734
2014,repertorio,0.8499945625978832
62,agua,0.0
5,mayoría,0.886307046916502
477,cámara,0.9073128387493125
675,noticia,0.913789464817089
25,hombre,0.9152536131350734
9,sistema,0.9187446752278914
522,compuesto,0.9219403257382202
243,motor,0.9260424577877641
261,vehículo,0.9277510630725422
63,actividad,0.0
3827,audición,0.8091251234858015
192,operación,0.8183533311262368
597,recorrido,0.8198907481594471
27,trabajo,0.8363382333505844
564,labor,0.8531067270197257
2166,exposiciones,0.8554301842816945
151,cultura,0.8618709424856553
549,competencia,0.8675925172996051
64,casa,0.0
341,castillo,0.39789072903439043
1302,ermita,0.4472553248838598
1280,basílica,0.47110024001606776
931,Palacio,0.47824760540698436
465,catedral,0.4920144559215466
78,iglesia,0.49962103076729275
1108,central,0.5010441517990349
429,palacio,0.5086837666286859
65,isla,0.0
285,lago,0.4132929156840905
1113,bahía,0.42735095584068794
428,montaña,0.43668230065038144
887,embalse,0.48620302381503916
8,ciudad,0.49132143394099337
2072,cascada,0.5152749806038973
161,localidad,0.5363671403408882
30,pueblo,0.5425605699687789
66,disco,0.0
24,álbum,0.4391164536472466
730,CD,0.5818625257574648
1080,EP,0.6025368543027241
1896,LP,0.7140033086752002
2522,reedición,0.7370709584204251
1188,DVD,0.7503984648382448
574,single,0.7518947436326445
47,juego,0.799562272850723
67,uso,0.0
1189,utilización,0.8591794280864413
201,característica,0.875470034764546
274,influencia,0.8918282855783999
159,condición,0.9047400286406068
295,paso,0.9055288898415129
347,distribución,0.9320476084549517
508,capacidad,0.9326907505364748
642,combinación,0.9352463852171496
68,unidad,0.0
1352,automóvil,0.8266725643664823
455,coche,0.8580127529721931
48,modelo,0.8716173106083005
186,marca,0.9061366943681786
185,España,0.9066513949989822
261,vehículo,0.917846344638322
169,espacio,0.9218236884897834
243,motor,0.9246585284825561
69,municipio,0.0
146,distrito,0.47680686555409324
161,localidad,0.4782829257482597
470,parroquia,0.5022651164426695
8,ciudad,0.5167736057424303
30,pueblo,0.565469904060226
124,región,0.5797153372661799
65,isla,0.5831813562517807
285,lago,0.6403643807357096
70,estructura,0.0
9,sistema,0.7860363403508683
207,torre,0.7881660117405327
64,casa,0.7913151404131868
42,edificio,0.8003017325374986
336,puerto,0.8118840942848089
106,planta,0.8122077030296492
763,túnel,0.8160286839749349
150,campo,0.8182792903903775
71,fuente,0.0
100,sitio,0.8702744732939558
143,punto,0.8781025658820654
184,Iglesia,0.882032665227565
317,ejemplo,0.8848943166850601
133,centro,0.8854471279815067
3255,suburbio,0.894286652177306
852,yacimiento,0.8974321122267264
771,tumba,0.8985049745820634
72,artista,0.0
149,cantante,0.7329431038519696
221,músico,0.7645565147625456
208,maestro,0.8442287872651085
448,alumno,0.8537891326025595
88,cita,0.8570573602524834
424,integrante,0.8572676447210021
329,pintor,0.8920069815921648
57,mujer,0.8993788934596889
73,ley,0.0
504,Ley,0.6693646654705823
482,Constitución,0.6725510574760659
1529,reglamento,0.7410184204853902
543,constitución,0.7476072520961281
1167,legislación,0.8480291265334269
506,norma,0.8554379436447953
378,principio,0.8933328860561505
1875,estatuto,0.902536182231526
74,tiempo,0.0
3773,invierno,0.6955710282539718
2598,paralelo,0.7076734033504323
4180,vizcondado,0.7903340380025705
496,camino,0.8212933352976935
231,ruta,0.8565386862332338
2067,señorío,0.9090781491453931
854,mes,0.9133351360624777
1965,Vía,0.9271740615848495
75,zona,0.0
124,región,0.5552355505293024
206,parque,0.5785100686443236
100,sitio,0.5884765672501666
65,isla,0.6010672586567545
121,comunidad,0.6395766207277678
133,centro,0.6397925071196651
847,laguna,0.6471480713936572
94,lugar,0.6554554400175941
76,Juan,0.0
117,José,0.5224377410226377
218,Francisco,0.619418964670698
323,Manuel,0.6288435559686327
225,Luis,0.6311601987584974
566,Jorge,0.6377307096836698
252,Pedro,0.6436512835770949
739,Rafael,0.6491372117108591
340,Antonio,0.688017748680228
77,estado,0.0
1252,Comunidad,0.4627827976926015
202,provincia,0.5190104456624012
3150,litoral,0.6479190952242107
164,Estado,0.6965206860478522
554,Ciudad,0.7428210681145765
121,comunidad,0.7800273111528216
3415,Lituania,0.8076418201518095
3706,Cordillera,0.8288376755241158
78,iglesia,0.0
465,catedral,0.3605005366796505
207,torre,0.48496069269139835
890,faro,0.4901469475753843
64,casa,0.49962103076729275
429,palacio,0.5270200020802008
1299,mezquita,0.5358134841235549
787,fortaleza,0.5446542506057424
1114,vivienda,0.5510341773198381
79,género,0.0
83,área,0.7549977683883207
12,especie,0.8408299397471467
146,distrito,0.8554189749699557
830,lado,0.8648191581662535
230,componente,0.8692973010427382
438,tribu,0.8838399852658482
69,municipio,0.8895426690842948
4859,GJ,0.90199551958599
80,elemento,0.0
154,objeto,0.6898481742637179
477,cámara,0.717302953177648
230,componente,0.7323135758559466
106,planta,0.753512035503278
727,raza,0.7554763330215827
9,sistema,0.7557879436283521
5,mayoría,0.7575089251388748
525,representación,0.7685311058665381
81,autoridad,0.0
11,gobierno,0.7954512402510315
20,autor,0.8908265442573661
419,fundador,0.8967962459003122
582,creador,0.9589962621629351
129,líder,0.9659607348144993
343,crítica,0.9756180917153485
4736,iniciador,0.9788840612799342
88,cita,0.982167248122265
82,club,0.0
501,Club,0.7285710941199115
532,liga,0.7679677709475066
1881,abadía,0.8206137371187853
29,empresa,0.8446854932431559
610,Sociedad,0.8747493625321463
3463,Fútbol,0.8820671344031797
197,Partido,0.8904733281797819
44,partido,0.9057715586207191
83,área,0.0
124,región,0.6177824563272195
69,municipio,0.6513943766420041
146,distrito,0.6802927474865063
75,zona,0.7001693352988942
438,tribu,0.7241305521622874
470,parroquia,0.733323231574572
169,espacio,0.7355263741006682
230,componente,0.737205832493884
84,imagen,0.0
241,pintura,0.6680625955414864
96,figura,0.7627098382476011
584,escultura,0.8111512793268991
483,estatua,0.8184068620262626
1033,cráter,0.831064151460901
1343,reloj,0.8434046274735283
21,resto,0.8516834660066903
100,sitio,0.855235278275347
85,concepto,0.0
4,término,0.8225144254777638
48,modelo,0.8365193255235038
203,expresión,0.8484630401124312
9,sistema,0.8569828240566193
234,técnica,0.8646296691375338
170,método,0.8703327897252169
151,cultura,0.8731501349527971
40,forma,0.9036427622075337
86,construcción,0.0
387,campaña,0.6155967581091671
3126,filmación,0.6703782612235547
557,gira,0.6718515010649994
1726,explotación,0.6819336259484146
644,emisión,0.7033470162203542
181,desarrollo,0.7143402333361258
4681,andadura,0.739079203457085
1870,reconstrucción,0.7503583839519851
87,revista,0.0
780,editorial,0.560688758782163
356,volumen,0.5906024219047474
383,diario,0.5949113181922704
34,libro,0.6264565617388566
2302,recopilación,0.6690237826596626
290,periódico,0.6723311008278289
3024,suplemento,0.6827972896205967
3384,poemario,0.6859818109965959
88,cita,0.0
5,mayoría,0.6927140344473756
100,sitio,0.7252246420618552
8,ciudad,0.7359259582181478
525,representación,0.7423517462611332
57,mujer,0.7425248599743051
30,pueblo,0.7431671295449344
154,objeto,0.755772321442929
65,isla,0.7584777714751698
89,conjunto,0.0
75,zona,0.7079855559873232
0,grupo,0.7237683409955415
124,región,0.7505418354679567
65,isla,0.7549363104955199
169,espacio,0.7786747514925265
166,sector,0.7861923110035711
88,cita,0.8042362394599668
83,área,0.8067692587445825
90,función,0.0
190,misión,0.8606214289499601
534,procedimiento,0.8936409214747804
192,operación,0.8981029923214667
636,tratamiento,0.9180546895436754
822,celebración,0.91961647808383
1522,dicho,0.9211164060788106
863,presentación,0.9331391747938808
40,forma,0.9364162085843268
91,gente,0.0
57,mujer,0.7958807034123373
5,mayoría,0.7986646616130483
25,hombre,0.8197203510023294
228,ser,0.8295844578539368
424,integrante,0.8574381805210415
6,persona,0.8668844886538984
335,protagonista,0.8760023424996475
180,individuo,0.8864715488475786
92,material,0.0
522,compuesto,0.7955614999034081
9,sistema,0.8140518506563782
80,elemento,0.8268003971381748
477,cámara,0.8283690253246248
88,cita,0.8339676793725752
169,espacio,0.8357310904737325
256,pista,0.8381566651109379
104,producto,0.8404717289364559
93,producción,0.0
181,desarrollo,0.7905500930434188
644,emisión,0.8098253488609118
557,gira,0.8208953998438447
396,grabación,0.8256198839824992
387,campaña,0.8551479858393278
3126,filmación,0.8645299137913439
86,construcción,0.8653715441027778
147,publicación,0.8838522460264155
94,lugar,0.0
75,zona,0.6554554400175941
100,sitio,0.6594371949085823
65,isla,0.7014175510291665
133,centro,0.713317713218907
428,montaña,0.7156413533714376
956,aldea,0.7196748033600486
336,puerto,0.7202750955156497
169,espacio,0.7248055021677654
95,director,0.0
214,jefe,0.8276069083332523
245,profesor,0.8531187675317411
110,ministro,0.8813494720758777
39,presidente,0.8817756870989266
137,obispo,0.8955378902011969
72,artista,0.9032747097413124
1222,entrenador,0.9225749049067403
589,Richard,0.9392593959730771
96,figura,0.0
43,personaje,0.7543768514878929
84,imagen,0.7627098382476011
241,pintura,0.8039076338907328
80,elemento,0.821717807341521
940,Virgen,0.8234785308355944
154,objeto,0.8738786796217192
122,estrella,0.8823716059254477
1503,ilustración,0.8892992399403824
97,hecho,0.0
512,aparición,0.7273329253854628
2434,captura,0.7689959334596272
148,cambio,0.8051976673925912
319,fenómeno,0.818406959277587
663,falta,0.8272871405933255
153,situación,0.8393954047159895
754,evolución,0.8460500232861857
912,incidente,0.8473671555484323
98,joven,0.0
25,hombre,0.7444258549118729
57,mujer,0.7462647447473624
6,persona,0.7486022867296737
38,hermano,0.7528745950647031
135,madre,0.7955611886799949
16,padre,0.8030389284879269
292,esposa,0.8165718370866045
157,niño,0.8533863099724804
99,texto,0.0
296,poema,0.6756529577010498
34,libro,0.7536711771046998
3,obra,0.7670482521051498
499,relato,0.7736605506993957
1569,biografía,0.8467074366887393
222,documento,0.8501072546359023
118,novela,0.8510085671017994
797,columna,0.8617835509797037
100,sitio,0.0
133,centro,0.5131215775664202
206,parque,0.5493039045960382
918,jardín,0.5705809458392289
336,puerto,0.581273271542479
847,laguna,0.5855877764076186
75,zona,0.5884765672501666
285,lago,0.5953874641443536
2072,cascada,0.6003604838024856
101,resultado,0.0
745,dibujo,0.9487401301453094
383,diario,0.9775559373408278
22,número,0.9807433903001747
499,relato,0.9904486990468224
118,novela,0.9950882313039499
1812,identificación,0.9961808070309036
34,libro,0.9984026308953592
1067,mapa,1.0002581997340703
102,usuario,0.0
57,mujer,0.7460436498202457
180,individuo,0.7494005172379838
228,ser,0.7500859783110527
287,ciudadano,0.7542166547944115
146,distrito,0.7588361034442443
25,hombre,0.7605212634218265
477,cámara,0.7704918241881292
19,población,0.7799905217574651
103,idea,0.0
46,movimiento,0.870005567718343
4625,SA,0.8929695577790309
721,iniciativa,0.9033516087122562
2220,polémica,0.9512875619464015
966,necesidad,0.9647616446560053
1305,civilización,0.9957678627704817
2057,mismo,1.0178204695015605
369,imperio,1.0180973811153362
104,producto,0.0
269,lista,0.834693084457751
92,material,0.8404717289364559
61,tema,0.8471826101280734
976,catálogo,0.8494774443487982
17,versión,0.8630008507022466
373,industria,0.8643758260798533
2048,taxón,0.86474628258004
885,ediciones,0.865408232754814
105,San,0.0
8,ciudad,0.793056449648096
88,cita,0.8021571632506752
30,pueblo,0.832111675293291
470,parroquia,0.8380220221782817
213,Universidad,0.8463912695407879
100,sitio,0.8510393876468658
273,barrio,0.8524403436954501
155,institución,0.8532421860305139
106,planta,0.0
285,lago,0.6201210006403247
65,isla,0.6213957824999602
887,embalse,0.6238792814237054
100,sitio,0.6268050076687436
8,ciudad,0.6271612203461985
2072,cascada,0.6316448245415871
886,sala,0.6472958783045795
874,pico,0.6504119813864506
107,servicio,0.0
880,aerolínea,0.8493377851455013
219,red,0.9353057518170981
460,vuelo,0.9614022998819376
597,recorrido,0.9972549969747921
2335,Air,1.0101272491977413
9,sistema,1.0197112222203144
